STATE_NAME,HR60,HR70,HR80,HR90,HC60,HC70,HC80,HC90,PO60,PO70,PO80,PO90,RD60,RD70,RD80,RD90,PS60,PS70,PS80,PS90,UE60,UE70,UE80,UE90,DV60,DV70,DV80,DV90,MA60,MA70,MA80,MA90,POL60,POL70,POL80,POL90,DNL60,DNL70,DNL80,DNL90,MFIL60,MFIL70,MFIL80,MFIL90,FP60,FP70,FP80,FP90,BLK60,BLK70,BLK80,BLK90,GI60,GI70,GI80,GI90,FH60,FH70,FH80,FH90
Alabama,9.66427255126418,12.36653199958806,13.671724347155225,11.275697905338806,4.855721393028358,6.890547263625374,8.427860696568658,8.159203980137313,48757.31343283582,51408.26865671642,58117.73134328358,60307.26865671642,1.1850929123925373,1.1440295687358208,1.1219593350417911,0.9769169972970149,0.2839337986059701,0.2561464612477612,0.24241390122686568,0.22359052568507462,5.370149253731343,4.470149253731344,8.004217242314926,7.546939221577612,1.4004693722208954,2.1300313398134327,4.730109446799999,7.335353182329851,25.53880597014925,27.340298507462688,29.52089552238806,33.2044776119403,10.35078424593582,10.370768223898509,10.491454125492536,10.505926779046268,3.7510998749731344,3.7743611647014923,3.894145249322388,3.908910826379104,7.973618528501493,8.699689999483581,9.570281896780598,10.12719112458806,50.56567164179105,27.06865671641791,18.211671809400002,17.515665217816416,31.94283602663433,28.639967061510447,27.87045202416418,27.738163503838805,0.3588492937910448,0.40085871923432836,0.38978995695074625,0.40195730675074626,15.047289767680597,12.65820895522388,14.865086296795521,17.849054453538805
Arizona,5.832052833042857,7.765372834142857,9.966463667192857,7.8597692563857136,5.761904761928571,9.809523809471429,18.6428571431,22.619047619264286,93011.5,126814.21428571429,194158.2142857143,261802.0,-0.4529029173785714,-0.18835093647857143,0.015279069849999962,0.45088644833571434,-0.32221989123571426,-0.15980229173571428,0.026303319000000012,0.14925173128571428,6.4,4.892857142857143,7.576229091192857,10.546574462342857,3.203098385992857,3.15822517985,5.660563086221429,8.408563204,24.557142857142857,25.32857142857143,28.349999999999998,32.35,10.548534887442857,10.79615873197857,11.1924744918,11.407707315500001,1.7475471939428573,1.9963040056785715,2.394222475335714,2.608148433957143,8.484910948171429,8.988162959928571,9.707473569271428,10.142806223978571,26.592857142857145,17.607142857142858,13.989444089778571,17.64707849015,2.2302825459,1.9010735710785716,1.5825915281,1.6824579388642857,0.2925979516285714,0.36681452622857147,0.3725386763,0.4008913310785714,11.614241221364285,9.549999999999999,11.084693752714285,14.534197738492859
Arkansas,5.632127499490667,7.802951065145333,9.332246120668,9.338339048536,1.6133333333266668,2.4133333333213334,3.2177777777773335,3.511111111113333,23816.96,25644.293333333335,30485.8,31343.0,1.0016620285426665,0.8889079133106667,0.8083044939546666,0.6841346383453333,-0.16462718114133335,-0.14415331019333333,-0.11193406574666667,-0.13040099732133334,6.109333333333333,6.4159999999999995,7.821668751212001,7.669833997954667,1.9701295785719999,2.642656016262667,4.825893434798666,7.765836085658668,30.87066666666667,31.773333333333333,32.45466666666667,35.38933333333333,9.739342324436,9.792563905652,9.971504706298667,9.968750475021334,3.210414138384,3.2687948181466666,3.4446329685146666,3.4412805185506667,7.886217325225332,8.60045800476,9.486401266192,10.021350566045333,55.373333333333335,27.012,17.493328324845333,17.533678787541334,18.011882676042667,16.064940912516,15.017210000018668,15.116454437294665,0.3679682371146667,0.40496404489866666,0.39176762931866665,0.39537283754533337,11.821236676646667,9.409333333333334,10.913212110581334,13.878435968278666
California,4.439738279422414,5.978942567993103,9.570682626560345,6.78596370582069,10.764367816148274,25.540229885081036,55.03448275917586,62.833333332536206,270986.275862069,344328.775862069,408067.275862069,513103.8103448276,-0.9767193531896552,-0.6441394785275862,-0.3408261171293104,-0.41194393256896555,0.5259557929551724,0.6235350349275862,0.7278805945758621,0.8460077383293103,7.048275862068966,7.756896551724138,9.294037389189654,7.814663932155173,3.821584230606897,4.154595012456896,6.721193496110345,8.707235818367241,30.525862068965516,29.948275862068964,30.946551724137933,33.47586206896552,11.049591772601724,11.261968706637932,11.553069952598277,11.789791637231035,3.584258942212069,3.7982416512362067,4.08948638815,4.328908155525863,8.684317078158621,9.13883955004138,9.851307775472414,10.448001746362069,18.302545156,10.096551724137932,9.123321800115516,9.904327819563793,2.4479445087172413,2.774559597586207,3.004658148222414,3.5189753771655172,0.26484050795689656,0.3550104993189655,0.3740177804258621,0.37098918058965513,9.786058523941378,9.068965517241379,11.426153292368966,13.720627722727587
Colorado,3.9242353727349206,2.9984934132555554,4.759383633393651,4.967796655173015,1.2010582010555557,1.9470899470825398,3.0846560846619044,2.6507936507920635,27840.428571428572,35072.95238095238,45872.444444444445,52291.968253968254,-0.6894752693301588,-0.49740994649047615,-0.4715730763253968,-0.37335280305396823,-0.9787096757888889,-0.8962526843,-0.7936002819444444,-0.740961668468254,4.222222222222222,4.242857142857143,5.377040062825397,5.879359536787302,2.9065436814333334,3.3184890357650794,5.90998337156508,8.890829190626985,29.071428571428573,29.398412698412695,30.03968253968254,34.523809523809526,8.973313421512698,9.061861946633334,9.328343589971428,9.397721998960316,1.801943130942857,1.8847564527539682,2.149996614273016,2.213369201650794,8.464991755950793,8.95939721366508,9.775128483793651,10.263067068461904,26.02688726030159,13.244444444444444,10.266092558319048,11.329144678446031,0.34925223774285713,0.47797010391269845,0.5993976782650794,0.8900595053412699,0.27378139960634923,0.35643320076190477,0.3618910137206349,0.3667936627460317,9.510065869974603,7.466666666666666,8.55072116554762,10.603334277268253
Connecticut,1.5057263678625001,2.4081953938500003,3.3684567271125,3.9198796323250003,4.9999999999625,13.208333333425001,18.62499999995,22.9166666666375,316904.25,379027.125,388447.0,410889.5,-1.233127783625,-1.1942980083749999,-0.9358148985,-1.3304550502499999,1.804954267775,1.846022982825,1.7694745366875,1.74391828135,4.825,3.7375,4.8024809152875,5.1966326847125,1.5729121684125,2.0515765404875,4.91415781385,6.8095931933500005,31.15,28.8375,31.2,33.925,12.216155058625,12.43607945325,12.49277035,12.571288263125,5.8430133796375,6.064503371675,6.1195445967375,6.203788164225,8.800259683937501,9.344454013650001,10.0192514892625,10.778233824,10.725,5.4375,5.6716159647125,4.3584413276125,2.6528914744625,3.7484737925,4.47626220875,5.411203846525,0.2318789534375,0.3140337330625,0.3365891537625,0.3201630167,11.3797773692625,9.4625,12.486749442275,13.965955023
Delaware,5.192246605066667,7.7381284717000005,7.0154152210000005,6.789098317166666,7.0,13.111111111100001,13.9999999999,15.000000000100002,148764.0,182701.33333333334,198112.66666666666,222056.0,-0.5583148283333333,-0.42420604300000003,-0.041056209666666676,-0.4512722083333333,1.3376630048666664,1.3732965403333335,1.3724883754666666,1.3839378111666667,4.433333333333334,3.6333333333333333,6.690301619233334,4.1942272308333335,1.6541058051000002,2.2772309837,5.023294188766666,7.4275362945,28.233333333333334,27.0,29.933333333333334,33.333333333333336,11.643015081666666,11.823532716333332,11.960738239333333,12.084444331,5.200401509166666,5.381679311399999,5.5551653397,5.657817108700001,8.599554015266667,9.123580649566668,9.842068195,10.49555264,21.233333333333334,10.266666666666666,9.723491475566666,7.1685576565,15.633424769,16.319189242,17.172389602666666,17.281230106,0.28043297559999997,0.34044167403333336,0.36389273403333333,0.35280839003333336,11.074512836233334,10.666666666666666,13.836930150999999,15.358367755666668
District of Columbia,10.471807277,30.308316637,29.608370553,64.260998517,80.0,229.33333333,189.0,390.0,763956.0,756668.0,638333.0,606900.0,0.5444298575,1.6080435928,2.8077222919,2.0216797116,3.613959157,3.4007056719,3.1403306756,2.9869265624,4.1,3.8,6.7652265292,7.1592616572,3.0455399751,4.1121346163,7.4382731591,8.147165746,32.2,29.0,31.1,33.5,13.546265475,13.536679863,13.36661537,13.316119312,9.4353916107,9.4258059987,9.2282539221,9.1987094767,8.6983474005,9.1670152472,9.8573912566,10.498360164,17.3,12.7,15.126614492,13.313642984,53.895381409,71.063134691,70.324736462,65.843466798,0.2887356775,0.3956560973,0.449599846,0.4198674733,22.939671147,25.2,35.746372696,39.190807574
Florida,11.707512281410446,13.466735069762686,12.57963540931194,11.616696241292537,6.960199004991044,13.024875621825373,21.004975124385076,23.06467661687612,73903.88059701493,101364.44776119402,145467.5223880597,193103.37313432837,0.41277982309850747,0.5361095102343284,0.5212558081089552,0.11066870141492537,0.1367191124447761,0.2873512011328358,0.4848487663701493,0.660093939361194,4.62089552238806,3.4417910447761195,5.807092431708956,6.0171810323432835,2.5374431299656717,3.438303976041791,6.301160979861194,9.178770690340299,29.497014925373133,31.758208955223882,34.48358208955224,37.047761194029846,10.157952467074628,10.411920947783583,10.825122251891045,11.126920986174627,3.563905688444776,3.8185574631343284,4.228255844561194,4.534602337040298,8.232722167979105,8.815047325331344,9.617694120985075,10.243049663731343,38.83731343283582,19.613432835820895,13.759081843065673,11.720252848943284,21.557230247180595,18.63228519794776,15.010553126562685,13.894426299120894,0.3326051592208955,0.3970938939552239,0.3881986747179105,0.38107311445074626,12.71978509507612,10.786567164179106,12.522227754049254,14.18765576048209
Georgia,10.717110066732076,16.48916649260629,12.916989320468554,12.39901361345849,2.578616352200629,5.085953878410063,5.165618448638994,5.6436058700396226,24799.471698113208,28854.905660377357,34359.15094339623,40743.49685534591,1.1239819898672956,0.9952170521377359,1.0206251444761008,0.7504416254515723,-0.08500551520566037,-0.05889875235660377,-0.027561451164150947,0.03066503931194969,4.645911949685535,3.149685534591195,6.163044657060377,6.3138852645937105,1.3781873881496856,2.1320739606389933,4.820312918561006,7.651074371415094,24.867295597484276,26.623270440251574,29.18930817610063,32.47735849056603,9.52573692371698,9.589856897063521,9.76504344322956,9.872060818745911,3.7068273616610066,3.7742497389289307,3.9492862069786163,4.058352691737736,8.007084583754716,8.759022228169812,9.593711130042768,10.19904219789371,49.211320754716986,24.826415094339623,17.087295144522013,15.493960818996856,33.00326933952327,30.117229356165407,28.12961836017862,27.413011468179874,0.3515786613169811,0.3894878469710692,0.38699203734025156,0.39018817657044025,15.15391696797736,13.029559748427673,14.851524425351572,18.434750474813836
